AnimalID,Age,Sex,Genotype,Strain,ExpName,Housing,LightCycle,PISiteUser,SessionName,Image,Image_Description,Analysis_Name,Schedule_Name,Max_Number_Trials,Max_Schedule_Time,Date_Time,Stimulus_Duration,Intervention,AVG_Omissions - Total,AVG_Perseverative Correct - Total,AVG_Perseverative Incorrect - Total,AVG_Premature Responses - Total,AVG_Reward Collection Latency,AVG_Threshold - Accuracy %,AVG_Threshold - Condition,AVG_Threshold - Omission %,AVG_Threshold - Trials,AVG_Trial Analysis - Accuracy%,AVG_Trial Analysis - Correct,AVG_Trial Analysis - Correct Response Latency,AVG_Trial Analysis - Incorrect,AVG_Trial Analysis - Incorrect Response Latency,AVG_Trial Analysis - Omission,AVG_Trial Analysis - Omission%,AVG_Trial Analysis - Premature,AVG_Trial Analysis - Reward Collection Latency,AVG_Trial Analysis - Stimulus Duration
503Fm3,11_13     ,m,VAChT^flox/flox,VAChT^flox/flox,OK_VAChTfx_Virus_5Choice,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Ornela-Kljakic,Training,,,Cam Mouse5C Touch Var1,5CSRTT_4000ms_Var1,50,3600,2016-07-14 1:00:04 PM,4000,Stereotaxic viral injection of AAV-Cre in the dorsomedial striatum of control VAChT^flox/flox mice,1,9,,6,0.9427619047619048,85.7,1442.528,2,50,84.95416666666664,1,1.328952380952381,1,1.6034285714285714,1,7.141235244897959,1.2,0.9427619047619048,4
503Fm3,11_13     ,m,VAChT^flox/flox,VAChT^flox/flox,OK_VAChTfx_Virus_5Choice,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Ornela-Kljakic,Probe,,,Cam Mouse5C Touch Var1,5CSRTT_600ms_var1,50,3600,2016-07-21 12:39:43 PM,600,Stereotaxic viral injection of AAV-Cre in the dorsomedial striatum of control VAChT^flox/flox mice,39,,,3,0.963888888888889,81.8,2892.197,78,50,97.99166666666667,1,0.6667777777777779,1,1.255,1,72.68827459999999,1,0.963888888888889,0.6000000000000005
503Fm3,11_13     ,m,VAChT^flox/flox,VAChT^flox/flox,OK_VAChTfx_Virus_5Choice,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Ornela-Kljakic,Probe,,,Cam Mouse5C Touch Var1,5CSRTT_1500ms_Var1,50,3600,2016-07-26 12:57:31 PM,1500,Stereotaxic viral injection of AAV-Cre in the dorsomedial striatum of control VAChT^flox/flox mice,5,3,,3,0.9288461538461539,86.7,1790.969,10,50,84.11914893617022,1,0.9033589743589742,1,3.3394,1,15.762642620000003,1,0.9288461538461539,1.5
503Fm3,11_13     ,m,VAChT^flox/flox,VAChT^flox/flox,OK_VAChTfx_Virus_5Choice,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Ornela-Kljakic,Intra_Probe,,,Cam Mouse5C Touch Var1,5CSRTT_2000ms_Var1,50,3600,2016-07-22 2:22:46 PM,2000,Stereotaxic viral injection of AAV-Cre in the dorsomedial striatum of control VAChT^flox/flox mice,1,9,,11,0.9814358974358972,79.6,2221.215,2,50,75.31632653061224,1,0.898871794871795,1,1.3428999999999998,1,3.673670131578947,1.1111111111111112,0.9751052631578946,2
509Fm3,11_13     ,m,VAChT^flox/flox,VAChT^flox/flox,OK_VAChTfx_Virus_5Choice,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Ornela-Kljakic,Intra_Probe,,,Cam Mouse5C Touch Var1,5CSRTT_2000ms_Var1,50,3600,2016-07-29 12:44:21 PM,2000,Stereotaxic viral injection of AAV-Cre in the dorsomedial striatum of control VAChT^flox/flox mice,5,1,1,,0.8289210526315791,84.4,1410.14,10,50,81.08775510204082,1,1.1606315789473685,1,1.697142857142857,1,5.4654459285714285,,0.8289210526315791,2
509Fm3,11_13     ,m,VAChT^flox/flox,VAChT^flox/flox,OK_VAChTfx_Virus_5Choice,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Ornela-Kljakic,Intra_Probe,,,Cam Mouse5C Touch Var1,5CSRTT_2000ms_Var1,50,3600,2016-08-05 12:47:26 PM,2000,Stereotaxic viral injection of AAV-Cre in the dorsomedial striatum of control VAChT^flox/flox mice,7,3,1,8,0.8922702702702704,86,1446.541,14,50,88.876,1,1.1629729729729725,1,0.9298333333333333,1,14.054844853658535,2,0.8922702702702704,2
511Fm2,11_13     ,m,VAChT^flox/flox,VAChT^flox/flox,OK_VAChTfx_Virus_5Choice,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Ornela-Kljakic,Training,,,Cam Mouse5C Touch Var1,5CSRTT_2000ms_Var1,50,3600,2016-10-20 1:12:16 PM,2000,Stereotaxic viral injection of AAV-Cre in the dorsomedial striatum of control VAChT^flox/flox mice,10,5,,4,1.187189189189189,92.5,1873.605,20,50,98.072,1,1.3081621621621617,1,1.4783333333333335,1,14.293569469387757,1,1.187189189189189,2
511Fm2,11_13     ,m,VAChT^flox/flox,VAChT^flox/flox,OK_VAChTfx_Virus_5Choice,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Ornela-Kljakic,Training,,,Cam Mouse5C Touch Var1,5CSRTT_2000ms_Var1,50,3600,2016-10-24 1:06:34 PM,2000,Stereotaxic viral injection of AAV-Cre in the dorsomedial striatum of control VAChT^flox/flox mice,10,6,2,6,1.3120857142857145,87.5,1985.755,20,50,85.82599999999996,1,1.2139714285714285,1,1.7624,1,13.876794083333335,1,1.3120857142857145,2
511Fm2,11_13     ,m,VAChT^flox/flox,VAChT^flox/flox,OK_VAChTfx_Virus_5Choice,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Ornela-Kljakic,Probe,,,Cam Mouse5C Touch Var1,5CSRTT_600ms_var1,50,3600,2016-11-16 2:33:50 PM,600,Stereotaxic viral injection of AAV-Cre in the dorsomedial striatum of control VAChT^flox/flox mice,27,1,2,13,1.3002,65.2,2649.789,54,50,66.43061224489792,1,1.0428666666666666,1,1.958875,1,43.99514191489361,1.4444444444444444,1.3002,0.6000000000000005
511Fm2,11_13     ,m,VAChT^flox/flox,VAChT^flox/flox,OK_VAChTfx_Virus_5Choice,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Ornela-Kljakic,Probe,,,Cam Mouse5C Touch Var1,5CSRTT_800ms_var1,50,3600,2016-11-10 2:09:09 PM,800,Stereotaxic viral injection of AAV-Cre in the dorsomedial striatum of control VAChT^flox/flox mice,24,2,,5,1.243,73.1,2516.055,48,50,78.03043478260872,1,1.0298947368421054,1,2.2718571428571432,1,61.413873800000005,1.25,1.243,0.7999999999999997
