AnimalID,Age,Sex,GenoType,Strain,ExpName,Housing,LightCycle,PISiteUser,SessionName,Image,Image_Description,Analysis_Name,Schedule_Name,Max_Number_Trials,Max_Schedule_Time,Date_Time,BLANK TOUCH LATENCY _1,BLANK TOUCH LATENCY _2,BLANK TOUCH LATENCY _3,CORRECT CENTRE TOUCH LATENCY _1,CORRECT CENTRE TOUCH LATENCY _2,CORRECT REWARD COLLECTION _1,CORRECT REWARD COLLECTION _2,CORRECT TOUCH LATENCY _1,CORRECT TOUCH LATENCY _2,END SUMMARY - BLANK TOUCHES _1,END SUMMARY - CENTRE ITI TOUCHES _1,END SUMMARY - CONDITION _1,END SUMMARY - CORRECTS _1,END SUMMARY - LEFT ITI TOUCHES _1,END SUMMARY - OMISSIONS - OMISSION _1,END SUMMARY - RIGHT ITI TOUCHES _1,OMISSION TO TRAY LATENCY _1,REWARD IR BREAKS - REWARD BEAM CNT _1,SCREEN IR BREAKS - SCREEN IR CNT _1,TRAY ENTERED - CNT _1,TRIAL ANALYSIS - CONDITION _1,TRIAL ANALYSIS - CONDITION _2,TRIAL ANALYSIS - CONDITION _3,TRIAL ANALYSIS - CONDITION _4,TRIAL ANALYSIS - CONDITION _5,TRIAL ANALYSIS - CONDITION _6,TRIAL ANALYSIS - CONDITION _7,TRIAL ANALYSIS - CONDITION _8,TRIAL ANALYSIS - CONDITION _9,TRIAL ANALYSIS - CONDITION _10,TRIAL ANALYSIS - CONDITION _11,TRIAL ANALYSIS - CONDITION _12,TRIAL ANALYSIS - CONDITION _13,TRIAL ANALYSIS - CONDITION _14,TRIAL ANALYSIS - CONDITION _15,TRIAL ANALYSIS - CONDITION _16,TRIAL ANALYSIS - CONDITION _17,TRIAL ANALYSIS - CONDITION _18,TRIAL ANALYSIS - CONDITION _19,TRIAL ANALYSIS - CONDITION _20,TRIAL ANALYSIS - CONDITION _21,TRIAL ANALYSIS - CONDITION _22,TRIAL ANALYSIS - CONDITION _23,TRIAL ANALYSIS - CONDITION _24,TRIAL ANALYSIS - CONDITION _25,TRIAL ANALYSIS - CONDITION _26,TRIAL ANALYSIS - CONDITION _27,TRIAL ANALYSIS - CONDITION _28,TRIAL ANALYSIS - CONDITION _29,TRIAL ANALYSIS - CONDITION _30,TRIAL ANALYSIS - CORRECT _1,TRIAL ANALYSIS - CORRECT _2,TRIAL ANALYSIS - CORRECT _3,TRIAL ANALYSIS - CORRECT _4,TRIAL ANALYSIS - CORRECT _5,TRIAL ANALYSIS - CORRECT _6,TRIAL ANALYSIS - CORRECT _7,TRIAL ANALYSIS - CORRECT _8,TRIAL ANALYSIS - CORRECT _9,TRIAL ANALYSIS - CORRECT _10,TRIAL ANALYSIS - CORRECT _11,TRIAL ANALYSIS - CORRECT _12,TRIAL ANALYSIS - CORRECT _13,TRIAL ANALYSIS - CORRECT _14,TRIAL ANALYSIS - CORRECT _15,TRIAL ANALYSIS - CORRECT _16,TRIAL ANALYSIS - CORRECT _17,TRIAL ANALYSIS - CORRECT _18,TRIAL ANALYSIS - CORRECT _19,TRIAL ANALYSIS - CORRECT _20,TRIAL ANALYSIS - CORRECT _21,TRIAL ANALYSIS - CORRECT _22,TRIAL ANALYSIS - CORRECT _23,TRIAL ANALYSIS - CORRECT _24,TRIAL ANALYSIS - CORRECT _25,TRIAL ANALYSIS - CORRECT _26,TRIAL ANALYSIS - CORRECT _27,TRIAL ANALYSIS - CORRECT _28,TRIAL ANALYSIS - CORRECT _29,TRIAL ANALYSIS - CORRECT _30,TRIAL ANALYSIS - OMISSIONS - OMISSION _1,TRIAL ANALYSIS - OMISSIONS - OMISSION _2,TRIAL ANALYSIS - OMISSIONS - OMISSION _3,TRIAL ANALYSIS - OMISSIONS - OMISSION _4,TRIAL ANALYSIS - OMISSIONS - OMISSION _5,TRIAL ANALYSIS - OMISSIONS - OMISSION _6,TRIAL ANALYSIS - OMISSIONS - OMISSION _7,TRIAL ANALYSIS - OMISSIONS - OMISSION _8,TRIAL ANALYSIS - OMISSIONS - OMISSION _9,TRIAL ANALYSIS - OMISSIONS - OMISSION _10,TRIAL ANALYSIS - OMISSIONS - OMISSION _11,TRIAL ANALYSIS - OMISSIONS - OMISSION _12,TRIAL ANALYSIS - OMISSIONS - OMISSION _13,TRIAL ANALYSIS - OMISSIONS - OMISSION _14,TRIAL ANALYSIS - OMISSIONS - OMISSION _15,TRIAL ANALYSIS - OMISSIONS - OMISSION _16,TRIAL ANALYSIS - OMISSIONS - OMISSION _17,TRIAL ANALYSIS - OMISSIONS - OMISSION _18,TRIAL ANALYSIS - OMISSIONS - OMISSION _19,TRIAL ANALYSIS - OMISSIONS - OMISSION _20,TRIAL ANALYSIS - OMISSIONS - OMISSION _21,TRIAL ANALYSIS - OMISSIONS - OMISSION _22,TRIAL ANALYSIS - OMISSIONS - OMISSION _23,TRIAL ANALYSIS - OMISSIONS - OMISSION _24,TRIAL ANALYSIS - OMISSIONS - OMISSION _25,TRIAL ANALYSIS - OMISSIONS - OMISSION _26,TRIAL ANALYSIS - OMISSIONS - OMISSION _27,TRIAL ANALYSIS - OMISSIONS - OMISSION _28,TRIAL ANALYSIS - OMISSIONS - OMISSION _29,TRIAL ANALYSIS - OMISSIONS - OMISSION _30,TRIAL ANALYSIS - TIME _1,TRIAL ANALYSIS - TIME _2,TRIAL ANALYSIS - TIME _3,TRIAL ANALYSIS - TIME _4,TRIAL ANALYSIS - TIME _5,TRIAL ANALYSIS - TIME _6,TRIAL ANALYSIS - TIME _7,TRIAL ANALYSIS - TIME _8,TRIAL ANALYSIS - TIME _9,TRIAL ANALYSIS - TIME _10,TRIAL ANALYSIS - TIME _11,TRIAL ANALYSIS - TIME _12,TRIAL ANALYSIS - TIME _13,TRIAL ANALYSIS - TIME _14,TRIAL ANALYSIS - TIME _15,TRIAL ANALYSIS - TIME _16,TRIAL ANALYSIS - TIME _17,TRIAL ANALYSIS - TIME _18,TRIAL ANALYSIS - TIME _19,TRIAL ANALYSIS - TIME _20,TRIAL ANALYSIS - TIME _21,TRIAL ANALYSIS - TIME _22,TRIAL ANALYSIS - TIME _23,TRIAL ANALYSIS - TIME _24,TRIAL ANALYSIS - TIME _25,TRIAL ANALYSIS - TIME _26,TRIAL ANALYSIS - TIME _27,TRIAL ANALYSIS - TIME _28,TRIAL ANALYSIS - TIME _29,TRIAL ANALYSIS - TIME _30,CORRECT CENTRE TOUCH LATENCY _3,CORRECT REWARD COLLECTION _3,CORRECT TOUCH LATENCY _3,BLANK TOUCH LATENCY _4,BLANK TOUCH LATENCY _5,BLANK TOUCH LATENCY _6,BLANK TOUCH LATENCY _7,CORRECT CENTRE TOUCH LATENCY _4,CORRECT CENTRE TOUCH LATENCY _5,CORRECT CENTRE TOUCH LATENCY _6,CORRECT CENTRE TOUCH LATENCY _7,CORRECT CENTRE TOUCH LATENCY _8,CORRECT CENTRE TOUCH LATENCY _9,CORRECT CENTRE TOUCH LATENCY _10,CORRECT CENTRE TOUCH LATENCY _11,CORRECT CENTRE TOUCH LATENCY _12,CORRECT CENTRE TOUCH LATENCY _13,CORRECT CENTRE TOUCH LATENCY _14,CORRECT CENTRE TOUCH LATENCY _15,CORRECT CENTRE TOUCH LATENCY _16,CORRECT REWARD COLLECTION _4,CORRECT REWARD COLLECTION _5,CORRECT REWARD COLLECTION _6,CORRECT REWARD COLLECTION _7,CORRECT REWARD COLLECTION _8,CORRECT REWARD COLLECTION _9,CORRECT TOUCH LATENCY _4,CORRECT TOUCH LATENCY _5,CORRECT TOUCH LATENCY _6,CORRECT TOUCH LATENCY _7,CORRECT TOUCH LATENCY _8,CORRECT TOUCH LATENCY _9,CORRECT TOUCH LATENCY _10,CORRECT TOUCH LATENCY _11,CORRECT TOUCH LATENCY _12,CORRECT TOUCH LATENCY _13,CORRECT TOUCH LATENCY _14,CORRECT TOUCH LATENCY _15,CORRECT TOUCH LATENCY _16,CORRECT CENTRE TOUCH LATENCY _17,CORRECT REWARD COLLECTION _10,CORRECT REWARD COLLECTION _11,CORRECT REWARD COLLECTION _12,CORRECT REWARD COLLECTION _13,CORRECT REWARD COLLECTION _14,CORRECT REWARD COLLECTION _15,CORRECT REWARD COLLECTION _16,CORRECT TOUCH LATENCY _17,BLANK TOUCH LATENCY _8,BLANK TOUCH LATENCY _9,BLANK TOUCH LATENCY _10,BLANK TOUCH LATENCY _11,BLANK TOUCH LATENCY _12,BLANK TOUCH LATENCY _13,BLANK TOUCH LATENCY _14,BLANK TOUCH LATENCY _15,BLANK TOUCH LATENCY _16,BLANK TOUCH LATENCY _17,CORRECT CENTRE TOUCH LATENCY _18,CORRECT CENTRE TOUCH LATENCY _19,CORRECT TOUCH LATENCY _18,CORRECT TOUCH LATENCY _19,CORRECT CENTRE TOUCH LATENCY _20,CORRECT TOUCH LATENCY _20,CORRECT CENTRE TOUCH LATENCY _21,CORRECT CENTRE TOUCH LATENCY _22,CORRECT CENTRE TOUCH LATENCY _23,CORRECT CENTRE TOUCH LATENCY _24,CORRECT TOUCH LATENCY _21,CORRECT TOUCH LATENCY _22,CORRECT TOUCH LATENCY _23,CORRECT TOUCH LATENCY _24,CORRECT CENTRE TOUCH LATENCY _25,CORRECT TOUCH LATENCY _25
ires51m6,3_6       ,m,VGLUT3^ChAT-IRES-flox/flox,VGLUT3^ChAT-IRES-flox/flox,OK_ChATIRESVGLUT3fx_Extinction,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Ornela-Kljakic,Extinction_Probe,,,Extinction Touch - Helena - DP,EXTINCTION TEST - Helena,30,0,2015-11-26 10:59:53 PM,9.173,8.996,2.292,313.112,213.058,9.773,2.321,3.281,0.381,4,0,649.86,2,0,1,1,27.372,0,85,55,30.019,47.392,62.392,83.186,108.186,133.187,158.187,183.187,208.187,223.188,248.188,273.188,298.188,314.85,332.904,348.982,373.982,398.983,423.983,448.983,473.983,498.184,520.58,545.581,553.284,568.284,584.377,609.377,634.377,649.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.019,47.392,62.392,83.186,108.186,133.187,158.187,183.187,208.187,223.188,248.188,273.188,298.188,314.85,332.904,348.982,373.982,398.983,423.983,448.983,473.983,498.184,520.58,545.581,553.284,568.284,584.377,609.377,634.377,649.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ires48m9,3_6       ,m,VGLUT3^flox/flox,VGLUT3^ChAT-IRES-flox/flox,OK_ChATIRESVGLUT3fx_Extinction,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Ornela-Kljakic,Extinction_Probe,,,Extinction Touch - Helena - DP,EXTINCTION TEST - Helena,30,0,2015-11-26 10:32:30 PM,6.671,1.276,,41.644,77.494,6.989,12.2,4.891,9.257,4,0,625.82,3,0,1,5,4.478,21,53,50,20.019,41.772,58.653,83.653,101.89,126.89,151.148,166.148,190.76,205.76,223.838,248.838,273.839,294.196,319.196,341.943,366.944,384.901,409.901,434.902,452.564,467.565,482.565,497.565,512.79,537.79,554.627,579.663,604.701,625.82,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.019,41.772,58.653,83.653,101.89,126.89,151.148,166.148,190.76,205.76,223.838,248.838,273.839,294.196,319.196,341.943,366.944,384.901,409.901,434.902,452.564,467.565,482.565,497.565,512.79,537.79,554.627,579.663,604.701,625.82,128.047,57.745,5.356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ires48m8,3_6       ,m,VGLUT3^flox/flox,VGLUT3^ChAT-IRES-flox/flox,OK_ChATIRESVGLUT3fx_Extinction,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Ornela-Kljakic,Extinction_Probe,,,Extinction Touch - Helena - DP,EXTINCTION TEST - Helena,30,0,2015-11-26 10:31:32 PM,2.663,3.841,0.094,1.292,8.585,6.395,5.077,1.292,8.585,17,5,627.623,16,3,0,5,,0,92,25,17.707,36.37,52.005,67.274,88.481,103.977,122.058,135.264,151.259,171.56,188.301,209.402,225.223,243.904,260.733,285.734,310.735,335.735,357.97,382.97,407.971,432.971,457.971,482.971,507.972,532.972,557.972,581.346,603.082,627.623,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.707,36.37,52.005,67.274,88.481,103.977,122.058,135.264,151.259,171.56,188.301,209.402,225.223,243.904,260.733,285.734,310.735,335.735,357.97,382.97,407.971,432.971,457.971,482.971,507.972,532.972,557.972,581.346,603.082,627.623,3.823,6.812,3.823,7.033,1.444,1.475,0.1,0.268,21.702,3.08,2.66,0.994,5.3,1.739,6.099,0.82,3.68,99.064,230.111,9.54,21.418,13.22,5.545,18.22,26.829,233.376,0.268,0.495,3.08,2.66,0.994,5.3,1.739,6.099,0.82,3.68,7.233,6.735,9.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ires51m8,3_6       ,m,VGLUT3^flox/flox,VGLUT3^ChAT-IRES-flox/flox,OK_ChATIRESVGLUT3fx_Extinction,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Ornela-Kljakic,Extinction_Probe,,,Extinction Touch - Helena - DP,EXTINCTION TEST - Helena,30,0,2015-11-25 11:03:50 PM,0.096,3.7,0.273,1.946,0.955,1.98,18.661,1.946,0.955,8,8,436.982,17,12,0,7,,0,87,62,13.944,29.901,44.901,59.818,69.334,83.075,93.28,109.31,119.86,134.86,148.106,163.106,178.107,190.494,211.054,226.054,234.786,249.786,264.786,279.787,299.723,309.84,324.84,339.84,355.226,370.226,385.227,400.227,416.859,436.982,1,1,0,1,1,1,1,1,1,0,1,0,0,1,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.944,29.901,44.901,59.818,69.334,83.075,93.28,109.31,119.86,134.86,148.106,163.106,178.107,190.494,211.054,226.054,234.786,249.786,264.786,279.787,299.723,309.84,324.84,339.84,355.226,370.226,385.227,400.227,416.859,436.982,20.992,3.924,5.992,0.643,4.931,1.505,,1.849,7.123,3.915,1.029,4.615,18.768,35.399,5.559,15.84,49.937,3.734,36.037,49.835,2.667,1.618,1.29,10.864,0.934,4.478,1.849,7.123,3.915,1.029,4.615,3.768,5.398,5.559,0.84,4.936,3.734,6.036,4.834,5.122,1.989,14.745,2.891,12.204,1.383,4.349,6.798,5.122,,,,,,,,,,,,,,,,,,,,,,,,,,
ires51m6,3_6       ,m,VGLUT3^ChAT-IRES-flox/flox,VGLUT3^ChAT-IRES-flox/flox,OK_ChATIRESVGLUT3fx_Extinction,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Ornela-Kljakic,Extinction_Probe,,,Extinction Touch - Helena - DP,EXTINCTION TEST - Helena,30,0,2015-11-25 10:50:29 PM,6.9,0.207,7.039,168.08,,8.216,,4.18,,4,0,666.585,1,0,1,0,1.207,36,0,82,20.019,40.536,65.536,80.537,103.715,128.716,153.452,168.919,186.316,201.316,226.317,241.317,256.318,271.436,296.436,318.458,343.458,368.458,393.459,418.459,443.459,468.459,491.95,516.95,541.951,566.951,591.951,616.952,641.584,666.585,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.019,40.536,65.536,80.537,103.715,128.716,153.452,168.919,186.316,201.316,226.317,241.317,256.318,271.436,296.436,318.458,343.458,368.458,393.459,418.459,443.459,468.459,491.95,516.95,541.951,566.951,591.951,616.952,641.584,666.585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ires43m10,3_6       ,m,VGLUT3^ChAT-IRES-flox/flox,VGLUT3^ChAT-IRES-flox/flox,OK_ChATIRESVGLUT3fx_Extinction,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Ornela-Kljakic,Extinction_Probe,,,Extinction Touch - Helena - DP,EXTINCTION TEST - Helena,30,0,2015-11-30 5:18:34 PM,8.898,2.89,2.29,9.609,83.379,17.297,43.22,9.609,8.378,9,0,697.53,8,5,0,13,,37,0,36,29.627,54.628,79.628,104.628,128.007,153.007,175.505,194.502,213.017,238.017,263.018,278.018,298.626,320.644,344.753,369.753,394.754,419.754,444.754,469.754,494.755,509.755,524.756,549.756,574.756,599.756,624.757,650.138,675.138,697.53,1,0,0,0,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.627,54.628,79.628,104.628,128.007,153.007,175.505,194.502,213.017,238.017,263.018,278.018,298.626,320.644,344.753,369.753,394.754,419.754,444.754,469.754,494.755,509.755,524.756,549.756,574.756,599.756,624.757,650.138,675.138,697.53,32.498,15.057,7.498,6.597,9.861,,,3.997,3.514,70.609,7.018,361.882,,,,,,,,,74.757,34.108,,,,,3.997,3.514,5.608,7.018,7.388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ires48m8,3_6       ,m,VGLUT3^flox/flox,VGLUT3^ChAT-IRES-flox/flox,OK_ChATIRESVGLUT3fx_Extinction,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Ornela-Kljakic,Extinction_Probe,,,Extinction Touch - Helena - DP,EXTINCTION TEST - Helena,30,0,2015-11-30 5:18:01 PM,0.344,2.07,1.025,29.601,8.08,7.952,3.637,4.6,8.08,11,0,663.069,10,1,1,1,11.193,32,102,92,30.019,49.621,70.654,95.654,118.398,134.565,150.391,164.662,178.303,200.104,223.544,238.544,263.544,288.545,308.832,332.674,356.422,378.713,391.492,416.492,439.964,464.964,489.964,514.964,539.965,564.965,589.966,614.966,638.069,663.069,0,1,1,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.019,49.621,70.654,95.654,118.398,134.565,150.391,164.662,178.303,200.104,223.544,238.544,263.544,288.545,308.832,332.674,356.422,378.713,391.492,416.492,439.964,464.964,489.964,514.964,539.965,564.965,589.966,614.966,638.069,663.069,85.37,3.873,5.633,,,,,4.767,6.801,8.439,70.287,8.841,47.366,231.576,,,,,,,10.795,12.359,19.59,6.451,,,4.767,6.801,8.439,5.286,8.841,1.327,8.102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ires51m8,3_6       ,m,VGLUT3^flox/flox,VGLUT3^ChAT-IRES-flox/flox,OK_ChATIRESVGLUT3fx_Extinction,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Ornela-Kljakic,Extinction_Probe,,,Extinction Touch - Helena - DP,EXTINCTION TEST - Helena,30,0,2015-11-27 5:50:48 PM,0.381,9.223,6.111,34.705,132.896,7.329,26.304,9.773,6.969,20,0,596.755,8,6,1,0,9.932,0,64,59,29.952,52.054,67.055,82.167,102.98,127.98,152.98,177.98,199.95,216.255,231.255,246.255,261.255,277.918,295.818,320.818,343.794,358.795,376.595,401.595,416.607,432.555,447.555,462.555,486.021,510.941,535.941,555.36,571.754,596.754,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.952,52.054,67.055,82.167,102.98,127.98,152.98,177.98,199.95,216.255,231.255,246.255,261.255,277.918,295.818,320.818,343.794,358.795,376.595,401.595,416.607,432.555,447.555,462.555,486.021,510.941,535.941,555.36,571.754,596.754,128.843,23.343,7.976,1.049,2.524,0.098,5.493,17.8,47.911,63.385,29.418,1.394,,,,,,,,,50.013,3.048,,,,,2.799,7.899,9.919,4.418,1.394,,,,,,,,,,,,,,,,,,3.673,0.26,0.388,,,,,,,,,,,,,,,,,,,,,,,
ires48m9,3_6       ,m,VGLUT3^flox/flox,VGLUT3^ChAT-IRES-flox/flox,OK_ChATIRESVGLUT3fx_Extinction,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Ornela-Kljakic,Extinction_Probe,,,Extinction Touch - Helena - DP,EXTINCTION TEST - Helena,30,0,2015-11-27 5:13:09 PM,0.038,3.92,5.626,120.224,125.488,30.859,56.01,9.563,8.259,18,0,635.899,2,3,1,2,1.338,18,60,59,21.357,42.664,67.665,90.68,115.68,140.243,161.103,177.069,192.069,217.07,232.471,257.472,280.732,305.733,326.743,341.744,366.745,391.746,406.747,421.749,446.75,471.75,486.752,501.753,526.754,551.755,571.95,595.27,620.271,635.899,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.357,42.664,67.665,90.68,115.68,140.243,161.103,177.069,192.069,217.07,232.471,257.472,280.732,305.733,326.743,341.744,366.745,391.746,406.747,421.749,446.75,471.75,486.752,501.753,526.754,551.755,571.95,595.27,620.271,635.899,,,,6.54,2.877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ires48m8,3_6       ,m,VGLUT3^flox/flox,VGLUT3^ChAT-IRES-flox/flox,OK_ChATIRESVGLUT3fx_Extinction,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Ornela-Kljakic,Extinction_Probe,,,Extinction Touch - Helena - DP,EXTINCTION TEST - Helena,30,0,2015-11-27 5:12:37 PM,7.623,8.973,3.102,24.761,54.198,59.11,8.325,9.076,5.088,10,0,660.526,8,0,1,0,0.683,23,49,22,20.705,44.782,69.783,93.892,112.306,133.542,153.089,168.089,187.212,205.861,220.862,235.862,260.863,279.027,302.289,327.29,352.291,377.291,402.292,427.186,452.186,477.187,502.188,527.189,546.323,568.098,585.524,610.525,635.526,660.526,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.705,44.782,69.783,93.892,112.306,133.542,153.089,168.089,187.212,205.861,220.862,235.862,260.863,279.027,302.289,327.29,352.291,377.291,402.292,427.186,452.186,477.187,502.188,527.189,546.323,568.098,585.524,610.525,635.526,660.526,6.235,11.918,6.235,3.48,0.714,,,4.546,19.122,224.973,108.797,6.774,,,,,,,,,28.648,14.952,5.339,27.426,,,4.546,4.122,9.893,8.794,6.774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
